k0_1D,S_1D,k0_2D,S_2D
261.0191174223894,16.9963209507789,1124.122543297983,15.099670348936662
447.5884550556351,21.60571445127933,1070.886581883193,20.502631943060067
217.1942605576092,19.85595153449124,548.0922854102585,18.756540666773923
654.660201039391,18.789267873576293,718.2185513254146,17.396591925800568
329.3899908000085,15.248149123539491,640.3723125156707,12.519018433702715
531.2611421769909,15.247956162689622,856.4444642037379,14.753863649457337
355.85553804470544,14.464668897345597,1085.4617163827695,12.427009092260803
460.0340105889054,20.92940916619948,1097.5914819441186,18.488964697399044
473.35513967163985,18.80892009394567,1360.5678822479663,15.93124551860996
292.42722776276355,19.664580622368362,764.6421529247128,18.437259451933087
684.7923138822794,14.16467595436642,804.386559820581,13.197369039893267
587.5664116805573,21.759278817295954,1300.8111989035524,18.809042304079522
669.7494707820945,20.659541126403376,1430.534519398992,19.195820301301218
647.4136752138245,15.69871288542621,1208.6908727833206,13.378200211020022
498.94998940554257,15.454599737656805,1269.9171693601036,14.390118108885154
660.9371175115584,15.46723607882747,1154.7327138759492,12.990335365842444
244.24625102595974,16.433937943676302,766.9790804079538,15.5067511579837
297.9914312095726,18.198051453057904,725.5324495681223,16.358257491959517
222.61364445526903,17.455560149136925,248.03277119936422,17.265750115347128
362.66516538163216,16.329833121584336,470.5565923749366,13.742395954022316
394.338644844741,18.894823157779037,425.7678305314752,16.918022210929813
335.6745158869479,15.115950885216336,972.0849271507283,12.456371448938103
614.3687545759647,16.337157188281743,928.7247356522913,16.11123804311743
378.37666334679466,16.930894746349534,886.9473545114975,16.562912806492477
340.4672548436904,17.64855987373629,1248.0337287697835,15.422384756881756
471.34804157912424,20.28140769114411,720.6402707279992,19.261359829246647
270.4621124873813,15.597390257266877,680.8450355230111,15.049056857870525
601.0984903770199,18.113875507308894,1356.6496289200686,16.77947794210728
237.2753218398854,18.73931655089634,466.07348733150786,17.32826828596436
693.4434683002587,14.371603301759983,770.4233781290517,12.097160174461337
586.1223846483288,18.860358815211505,875.8738375620968,16.139667118629202
299.3578407670862,15.364192989498331,460.5791280210906,15.055840263358311
202.7610585618012,14.520412743882236,1132.4587109043744,14.221666915372229
607.7307142274171,21.591084298026665,1415.851093791834,20.490388669846467
553.4286719238086,21.725056264596475,1186.832428434232,19.742145637742578
564.5035840204937,20.46717878493169,1435.9641742082113,18.51480750876967
585.6351733429728,16.436910153386965,1389.3072502420873,15.614777189997682
237.0223258670452,14.781376912051071,423.59238475308103,14.472707691908802
379.23286427213634,19.473864212097254,1271.791862762114,19.135123484892606
257.93452976256486,17.521219949916812,797.2767716782155,16.860846587489682
1169.8065257012104,6.798528380311561,1354.2706187996478,7.724623318774425
2005.9522870323399,8.642285780511733,2243.6070669864357,7.894705675496879
973.397143681195,7.942380613796496,864.1992286643133,7.427266756080337
2933.983467783559,7.515707149430518,2700.014622500165,9.211369715011756
1476.2235216471536,6.099259649415797,1312.9846191723186,6.918546828394566
2380.947254389937,6.099182465075849,2337.2119275656905,5.126773619925737
1594.8338754742276,5.785867558938239,1785.6427350277236,5.090282187536336
2061.7293972400826,8.371763666479792,2278.1677471938888,9.362268973803959
2121.430555854736,7.5235680375782685,1825.6018341734507,6.538752789116924
1310.5679105336371,7.865832248947346,1317.0162920801765,7.348256403199842
3069.026228577725,5.6658703817465685,3019.472830466992,6.312071749846327
2633.2899653265094,8.703711526918381,2466.5546516089476,9.77939711999646
3001.608883068816,8.26381645056135,2773.5281034690256,9.219700229069153
2901.5067921931945,6.279485154170484,2804.075895035371,5.952293082552163
2236.138714164113,6.181839895062723,2501.8845365116244,7.318377559105331
2962.1146557322963,6.186894431530988,2856.0364149447496,5.898641694021388
1094.6357536940911,6.573575177470521,1105.9101267401109,6.5497742719483245
1335.5049403063388,7.279220581223162,1457.3163156434455,8.518694796577234
997.6851372633031,6.98222405965477,915.8628986908795,7.931122756796414
1625.3525078832074,6.5319332486337345,1908.4217575157838,8.079603480116269
1767.3031946125996,7.557929263111615,2044.7715715778663,8.530767940012645
1504.3888090415555,6.046380354086534,1355.458186536774,6.7513061640929495
2753.4097325403095,6.534862875312697,2751.758836075741,5.815887178796975
1695.766556592315,6.772357898539814,1576.2935424823768,6.8755053077181145
1525.8683748409717,7.059423949494516,1396.7726714674523,6.855031052539692
2112.4353662704125,8.112563076457645,1834.5675346831322,7.844532006594896
1212.127093475241,6.2389561029067515,1277.865693863179,8.157987767164087
2693.9365345194,7.245550202923558,2695.543948456717,7.424843376923839
1063.394216550761,7.495726620358536,794.2814673007547,9.171866285889877
3107.7980127785895,5.748641320703993,2974.985891320556,6.642057198695782
2626.818285158898,7.544143526084603,2871.7778167388906,8.928577436709547
1341.6287630858528,6.145677195799333,1185.3658974860364,6.65358847511491
908.7120200466007,5.8081650975528945,695.6489433013346,6.538876751431972
2723.6600996617613,8.636433719210666,2717.331755828299,9.113986800667258
2480.295230172643,8.69002250583859,2771.6855026390035,8.275751469232723
2529.929542671312,8.186871513972676,2375.1627055782124,9.354227859757192
2624.6347555767393,6.574764061354786,2727.916084020266,6.417081148677354
1062.2603672644436,5.912550764820429,1219.2321364616741,4.9854986641147905
1699.6037829214322,7.789545684838902,1542.186309316872,8.725962572560405
1155.982362899675,7.008487979966725,1292.9121720667908,6.539820018187872
